District,Season,Crop
GUNTUR,Rabi       ,Dry chillies
GUNTUR,Rabi       ,Gram
GUNTUR,Rabi       ,Groundnut
GUNTUR,Rabi       ,Horse-gram
GUNTUR,Rabi       ,Jowar
GUNTUR,Rabi       ,Maize
GUNTUR,Rabi       ,Moong(Green Gram)
GUNTUR,Rabi       ,Onion
GUNTUR,Rabi       ,Rapeseed &Mustard
GUNTUR,Rabi       ,Rice
GUNTUR,Rabi       ,Sesamum
GUNTUR,Rabi       ,Small millets
GUNTUR,Rabi       ,Urad
GUNTUR,Whole Year ,Banana
GUNTUR,Whole Year ,Cashewnut
GUNTUR,Whole Year ,Coconut 
GUNTUR,Whole Year ,Coriander
GUNTUR,Whole Year ,Sugarcane
GUNTUR,Whole Year ,Sunflower
GUNTUR,Whole Year ,Sweet potato
GUNTUR,Whole Year ,Tobacco
GUNTUR,Whole Year ,Turmeric
GUNTUR,Kharif     ,Arhar/Tur
GUNTUR,Kharif     ,Bajra
GUNTUR,Kharif     ,Castor seed
GUNTUR,Kharif     ,Cotton(lint)
GUNTUR,Kharif     ,Dry chillies
GUNTUR,Kharif     ,Groundnut
GUNTUR,Kharif     ,Jowar
GUNTUR,Kharif     ,Maize
GUNTUR,Kharif     ,Mesta
GUNTUR,Kharif     ,Moong(Green Gram)
GUNTUR,Kharif     ,Onion
GUNTUR,Kharif     ,Rice
GUNTUR,Kharif     ,Sesamum
GUNTUR,Kharif     ,Soyabean
GUNTUR,Kharif     ,Urad
GUNTUR,Rabi       ,Arhar/Tur
GUNTUR,Rabi       ,Bajra
GUNTUR,Rabi       ,Dry chillies
GUNTUR,Rabi       ,Gram
GUNTUR,Rabi       ,Groundnut
GUNTUR,Rabi       ,Jowar
GUNTUR,Rabi       ,Linseed
GUNTUR,Rabi       ,Maize
GUNTUR,Rabi       ,Moong(Green Gram)
GUNTUR,Rabi       ,Onion
GUNTUR,Rabi       ,Rapeseed &Mustard
GUNTUR,Rabi       ,Rice
GUNTUR,Rabi       ,Sesamum
GUNTUR,Rabi       ,Urad
GUNTUR,Rabi       ,Wheat
GUNTUR,Whole Year ,Banana
GUNTUR,Whole Year ,Cashewnut
GUNTUR,Whole Year ,Coriander
GUNTUR,Whole Year ,Sugarcane
GUNTUR,Whole Year ,Sunflower
GUNTUR,Whole Year ,Sweet potato
GUNTUR,Whole Year ,Tobacco
GUNTUR,Whole Year ,Turmeric
GUNTUR,Kharif     ,Arhar/Tur
GUNTUR,Kharif     ,Bajra
GUNTUR,Kharif     ,Castor seed
GUNTUR,Kharif     ,Cotton(lint)
GUNTUR,Kharif     ,Dry chillies
GUNTUR,Kharif     ,Groundnut
GUNTUR,Kharif     ,Maize
GUNTUR,Kharif     ,Moong(Green Gram)
GUNTUR,Kharif     ,Onion
GUNTUR,Kharif     ,other oilseeds
GUNTUR,Kharif     ,Rice
GUNTUR,Kharif     ,Sesamum
GUNTUR,Kharif     ,Soyabean
GUNTUR,Kharif     ,Urad
GUNTUR,Rabi       ,Arhar/Tur
GUNTUR,Rabi       ,Dry chillies
GUNTUR,Rabi       ,Gram
GUNTUR,Rabi       ,Groundnut
GUNTUR,Rabi       ,Jowar
GUNTUR,Rabi       ,Maize
GUNTUR,Rabi       ,Moong(Green Gram)
GUNTUR,Rabi       ,other oilseeds
GUNTUR,Rabi       ,Ragi
GUNTUR,Rabi       ,Rapeseed &Mustard
GUNTUR,Rabi       ,Rice
GUNTUR,Rabi       ,Sesamum
GUNTUR,Rabi       ,Urad
GUNTUR,Whole Year ,Banana
GUNTUR,Whole Year ,Cashewnut
GUNTUR,Whole Year ,Coconut 
GUNTUR,Whole Year ,Sugarcane
GUNTUR,Whole Year ,Sunflower
GUNTUR,Whole Year ,Sweet potato
GUNTUR,Whole Year ,Tobacco
GUNTUR,Whole Year ,Turmeric
GUNTUR,Kharif     ,Arhar/Tur
GUNTUR,Kharif     ,Bajra
GUNTUR,Kharif     ,Brinjal
GUNTUR,Kharif     ,Cabbage
GUNTUR,Kharif     ,Cashewnut
GUNTUR,Kharif     ,Castor seed
GUNTUR,Kharif     ,Cotton(lint)
GUNTUR,Kharif     ,Dry chillies
GUNTUR,Kharif     ,Groundnut
GUNTUR,Kharif     ,Jowar
GUNTUR,Kharif     ,Lemon
GUNTUR,Kharif     ,Maize
GUNTUR,Kharif     ,Mango
GUNTUR,Kharif     ,Moong(Green Gram)
GUNTUR,Kharif     ,Onion
GUNTUR,Kharif     ,Papaya
GUNTUR,Kharif     ,Rice
GUNTUR,Kharif     ,Sapota
GUNTUR,Kharif     ,Sesamum
GUNTUR,Kharif     ,Soyabean
GUNTUR,Kharif     ,Sugarcane
GUNTUR,Kharif     ,Tobacco
GUNTUR,Kharif     ,Tomato
GUNTUR,Kharif     ,Turmeric
GUNTUR,Kharif     ,Urad
GUNTUR,Rabi       ,Arhar/Tur
GUNTUR,Rabi       ,Bajra
GUNTUR,Rabi       ,Brinjal
GUNTUR,Rabi       ,Cabbage
GUNTUR,Rabi       ,Castor seed
GUNTUR,Rabi       ,Coriander
GUNTUR,Rabi       ,Cowpea(Lobia)
GUNTUR,Rabi       ,Dry chillies
GUNTUR,Rabi       ,Gram
GUNTUR,Rabi       ,Groundnut
GUNTUR,Rabi       ,Jowar
GUNTUR,Rabi       ,Maize
GUNTUR,Rabi       ,Moong(Green Gram)
GUNTUR,Rabi       ,Onion
GUNTUR,Rabi       ,Ragi
GUNTUR,Rabi       ,Rapeseed &Mustard
GUNTUR,Rabi       ,Rice
GUNTUR,Rabi       ,Sesamum
GUNTUR,Rabi       ,Sunflower
GUNTUR,Rabi       ,Sweet potato
GUNTUR,Rabi       ,Tobacco
GUNTUR,Rabi       ,Tomato
GUNTUR,Rabi       ,Urad
GUNTUR,Whole Year ,Coconut 
GUNTUR,Kharif     ,Arhar/Tur
GUNTUR,Kharif     ,Bajra
GUNTUR,Kharif     ,Brinjal
GUNTUR,Kharif     ,Cabbage
GUNTUR,Kharif     ,Cashewnut
GUNTUR,Kharif     ,Castor seed
GUNTUR,Kharif     ,Cotton(lint)
GUNTUR,Kharif     ,Cowpea(Lobia)
GUNTUR,Kharif     ,Dry chillies
GUNTUR,Kharif     ,Groundnut
GUNTUR,Kharif     ,Jowar
GUNTUR,Kharif     ,Lemon
GUNTUR,Kharif     ,Maize
GUNTUR,Kharif     ,Mango
GUNTUR,Kharif     ,Moong(Green Gram)
GUNTUR,Kharif     ,Onion
GUNTUR,Kharif     ,other oilseeds
GUNTUR,Kharif     ,Papaya
GUNTUR,Kharif     ,Ragi
GUNTUR,Kharif     ,Rice
GUNTUR,Kharif     ,Sapota
GUNTUR,Kharif     ,Sesamum
GUNTUR,Kharif     ,Small millets
GUNTUR,Kharif     ,Soyabean
GUNTUR,Kharif     ,Sugarcane
GUNTUR,Kharif     ,Tomato
GUNTUR,Kharif     ,Turmeric
GUNTUR,Kharif     ,Urad
GUNTUR,Rabi       ,Arhar/Tur
GUNTUR,Rabi       ,Brinjal
GUNTUR,Rabi       ,Cabbage
GUNTUR,Rabi       ,Castor seed
GUNTUR,Rabi       ,Dry chillies
GUNTUR,Rabi       ,Gram
GUNTUR,Rabi       ,Groundnut
GUNTUR,Rabi       ,Jowar
GUNTUR,Rabi       ,Maize
GUNTUR,Rabi       ,Moong(Green Gram)
GUNTUR,Rabi       ,Onion
GUNTUR,Rabi       ,Ragi
GUNTUR,Rabi       ,Rapeseed &Mustard
GUNTUR,Rabi       ,Rice
GUNTUR,Rabi       ,Sesamum
GUNTUR,Rabi       ,Soyabean
GUNTUR,Rabi       ,Sunflower
GUNTUR,Rabi       ,Tobacco
GUNTUR,Rabi       ,Tomato
GUNTUR,Rabi       ,Urad
GUNTUR,Whole Year ,Banana
GUNTUR,Whole Year ,Cashewnut
GUNTUR,Whole Year ,Castor seed
GUNTUR,Whole Year ,Coconut 
GUNTUR,Whole Year ,Sannhamp
GUNTUR,Kharif     ,Arhar/Tur
GUNTUR,Kharif     ,Bajra
GUNTUR,Kharif     ,Brinjal
GUNTUR,Kharif     ,Cabbage
GUNTUR,Kharif     ,Cashewnut
GUNTUR,Kharif     ,Castor seed
GUNTUR,Kharif     ,Cotton(lint)
GUNTUR,Kharif     ,Cowpea(Lobia)
GUNTUR,Kharif     ,Dry chillies
GUNTUR,Kharif     ,Groundnut
GUNTUR,Kharif     ,Jowar
GUNTUR,Kharif     ,Lemon
GUNTUR,Kharif     ,Maize
GUNTUR,Kharif     ,Mango
GUNTUR,Kharif     ,Moong(Green Gram)
GUNTUR,Kharif     ,Onion
GUNTUR,Kharif     ,other oilseeds
GUNTUR,Kharif     ,Papaya
GUNTUR,Kharif     ,Rice
GUNTUR,Kharif     ,Sapota
GUNTUR,Kharif     ,Sesamum
GUNTUR,Kharif     ,Soyabean
GUNTUR,Kharif     ,Sugarcane
GUNTUR,Kharif     ,Tomato
GUNTUR,Kharif     ,Turmeric
GUNTUR,Kharif     ,Urad
GUNTUR,Rabi       ,Arhar/Tur
GUNTUR,Rabi       ,Bajra
GUNTUR,Rabi       ,Brinjal
GUNTUR,Rabi       ,Cabbage
GUNTUR,Rabi       ,Castor seed
GUNTUR,Rabi       ,Cotton(lint)
GUNTUR,Rabi       ,Dry chillies
GUNTUR,Rabi       ,Gram
GUNTUR,Rabi       ,Groundnut
GUNTUR,Rabi       ,Jowar
GUNTUR,Rabi       ,Maize
GUNTUR,Rabi       ,Moong(Green Gram)
GUNTUR,Rabi       ,Onion
GUNTUR,Rabi       ,Ragi
GUNTUR,Rabi       ,Rapeseed &Mustard
GUNTUR,Rabi       ,Rice
GUNTUR,Rabi       ,Sesamum
GUNTUR,Rabi       ,Soyabean
GUNTUR,Rabi       ,Sunflower
GUNTUR,Rabi       ,Sweet potato
GUNTUR,Rabi       ,Tobacco
GUNTUR,Rabi       ,Tomato
GUNTUR,Rabi       ,Urad
GUNTUR,Whole Year ,Coconut 
GUNTUR,Whole Year ,Rice
KADAPA,Kharif     ,Arhar/Tur
KADAPA,Kharif     ,Bajra
KADAPA,Kharif     ,Castor seed
KADAPA,Kharif     ,Cotton(lint)
KADAPA,Kharif     ,Dry chillies
KADAPA,Kharif     ,Groundnut
KADAPA,Kharif     ,Horse-gram
KADAPA,Kharif     ,Jowar
KADAPA,Kharif     ,Korra
KADAPA,Kharif     ,Maize
KADAPA,Kharif     ,Moong(Green Gram)
KADAPA,Kharif     ,Ragi
KADAPA,Kharif     ,Rice
KADAPA,Kharif     ,Sesamum
KADAPA,Kharif     ,Sugarcane
KADAPA,Kharif     ,Sunflower
KADAPA,Kharif     ,Tobacco
KADAPA,Rabi       ,Dry chillies
KADAPA,Rabi       ,Gram
KADAPA,Rabi       ,Groundnut
KADAPA,Rabi       ,Horse-gram
KADAPA,Rabi       ,Jowar
KADAPA,Rabi       ,Ragi
KADAPA,Rabi       ,Rice
KADAPA,Rabi       ,Sunflower
KADAPA,Rabi       ,Urad
KADAPA,Kharif     ,Arhar/Tur
KADAPA,Kharif     ,Bajra
KADAPA,Kharif     ,Castor seed
KADAPA,Kharif     ,Cotton(lint)
KADAPA,Kharif     ,Dry chillies
KADAPA,Kharif     ,Gram
KADAPA,Kharif     ,Groundnut
KADAPA,Kharif     ,Horse-gram
KADAPA,Kharif     ,Jowar
KADAPA,Kharif     ,Korra
KADAPA,Kharif     ,Maize
KADAPA,Kharif     ,Moong(Green Gram)
KADAPA,Kharif     ,Ragi
KADAPA,Kharif     ,Rice
KADAPA,Kharif     ,Sesamum
KADAPA,Kharif     ,Sunflower
KADAPA,Rabi       ,Bajra
KADAPA,Rabi       ,Dry chillies
KADAPA,Rabi       ,Gram
KADAPA,Rabi       ,Groundnut
KADAPA,Rabi       ,Horse-gram
KADAPA,Rabi       ,Jowar
KADAPA,Rabi       ,Ragi
KADAPA,Rabi       ,Rice
KADAPA,Rabi       ,Sesamum
KADAPA,Rabi       ,Sunflower
KADAPA,Rabi       ,Urad
KADAPA,Rabi       ,Wheat
KADAPA,Whole Year ,Sugarcane
KADAPA,Whole Year ,Tobacco
KADAPA,Kharif     ,Bajra
KADAPA,Kharif     ,Castor seed
KADAPA,Kharif     ,Cotton(lint)
KADAPA,Kharif     ,Groundnut
KADAPA,Kharif     ,Horse-gram
KADAPA,Kharif     ,Jowar
KADAPA,Kharif     ,Maize
KADAPA,Kharif     ,Masoor
KADAPA,Kharif     ,Moong(Green Gram)
KADAPA,Kharif     ,Ragi
KADAPA,Kharif     ,Rice
KADAPA,Kharif     ,Sesamum
KADAPA,Kharif     ,Sunflower
KADAPA,Kharif     ,Urad
KADAPA,Rabi       ,Bajra
KADAPA,Rabi       ,Gram
KADAPA,Rabi       ,Groundnut
KADAPA,Rabi       ,Horse-gram
KADAPA,Rabi       ,Jowar
